ex_dividend_date	record_date	payment_date	ticker_symbol	dividend_per_share
2022-12-30	2022-12-31	2023-04-28	005720	110.0
2022-12-30	2022-12-31	2023-04-28	005725	115.0
2022-12-30	2022-12-31	2023-04-28	002350	100.0
2022-12-30	2022-12-31	2023-04-28	002355	105.0
2022-12-30	2022-12-31	2023-04-19	038990	139000.0
2022-12-30	2022-12-31	2023-04-17	348210	500.0
2022-12-30	2022-12-31	2023-04-28	298420	0.0
2022-12-30	2022-12-31	2023-04-21	090350	275.0
2022-12-30	2022-12-31	2023-04-21	090355	280.0
2022-12-30	2022-12-31	2023-04-21	000320	500.0
2022-12-30	2022-12-31	2023-04-21	000325	505.0
2022-12-30	2022-12-31	2023-04-20	194700	150.0
2022-12-30	2022-12-31	2023-04-17	285490	200.0
2022-12-30	2022-12-31	2023-04-07	006280	1750.0
2022-12-30	2022-12-31	2023-04-07	234690	100.0
2022-12-30	2022-12-31	2023-04-07	005250	300.0
2022-12-30	2022-12-31	2023-04-07	005255	305.0
2022-12-30	2022-12-31	2023-04-07	005257	300.0
2022-12-30	2022-12-31	2023-04-24	004370	5000.0
2022-12-30	2022-12-31	2023-04-27	072710	2500.0
2022-12-30	2022-12-31	2023-04-28	054050	200.0
2022-12-30	2022-12-31		419970	0.0
2022-12-30	2022-12-31		41997M	0.0
2022-12-30	2022-12-31		41997K	0.0
2022-12-30	2022-12-31		41997L	0.0
2022-12-30	2022-12-31		41997N	0.0
2022-12-30	2022-12-31		41997P	0.0
2022-12-30	2022-12-31		41997Q	0.0
2022-12-30	2022-12-31	2023-04-20	270870	250.0
2022-12-30	2022-12-31	2023-04-18	349200	0.0
2022-12-30	2022-12-31	2023-04-21	144960	50.0
2022-12-30	2022-12-31	2023-04-14	030210	0.0
2022-12-30	2022-12-31	2023-04-14	03021K	0.0
2022-12-30	2022-12-31	2023-04-14	03021L	0.0
2022-12-30	2022-12-31	2023-04-14	023590	600.0
2022-12-30	2022-12-31	2023-04-18	032190	300.0
2022-12-30	2022-12-31	2023-04-19	009280	0.0
2022-12-30	2022-12-31	2023-04-07	019680	0.0
2022-12-30	2022-12-31	2023-04-07	019685	15.0
2022-12-30	2022-12-31	2023-04-14	006370	50.0
2022-12-30	2022-12-31	2023-04-14	006375	100.0
2022-12-30	2022-12-31	2023-04-11	008060	400.0
2022-12-30	2022-12-31	2023-04-11	00806K	405.0
2022-12-30	2022-12-31	2023-04-11	353200	400.0
2022-12-30	2022-12-31	2023-04-11	35320K	405.0
2022-12-30	2022-12-31	2023-04-24	000490	100.0
2022-12-30	2022-12-31	2023-04-24	00049K	100.0
2022-12-30	2022-12-31	2023-04-19	020400	60.0
2022-12-30	2022-12-31	2023-04-18	008830	40.0
2022-12-30	2022-12-31	2023-04-28	048470	30.0
2022-12-30	2022-12-31	2023-04-24	004780	100.0
2022-12-30	2022-12-31	2023-03-31	080610	2000.0
2022-12-30	2022-12-31	2023-04-10	005750	110.0
2022-12-30	2022-12-31	2023-04-21	017650	100.0
2022-12-30	2022-12-31	2023-04-13	006570	30.0
2022-12-30	2022-12-31	2023-04-17	317850	90.0
2022-12-30	2022-12-31	2023-04-17	078140	50.0
2022-12-30	2022-12-31	2023-04-21	001680	800.0
2022-12-30	2022-12-31	2023-04-21	001685	810.0
2022-12-30	2022-12-31	2023-04-21	084690	270.0
2022-12-30	2022-12-31	2023-04-21	084695	280.0
2022-12-30	2022-12-31	2023-04-19	036480	75.0
2022-12-30	2022-12-31	2023-04-25	117580	250.0
2022-12-30	2022-12-31	2023-04-26	016710	250.0
2022-12-30	2022-12-31	2023-04-11	006580	40.0
2022-12-30	2022-12-31	2023-04-07	003090	100.0
2022-12-30	2022-12-31	2023-04-07	069620	600.0
2022-12-30	2022-12-31	2023-04-14	007680	300.0
2022-12-30	2022-12-31	2023-04-21	000430	100.0
2022-12-30	2022-12-31	2023-04-19	048910	100.0
2022-12-30	2022-12-31	2023-04-12	005710	175.0
2022-12-30	2022-12-31	2023-04-21	003220	350.0
2022-12-30	2022-12-31	2023-04-17	290120	200.0
2022-12-30	2022-12-31	2023-04-05	048740	100.0
2022-12-30	2022-12-31	2023-04-20	120240	400.0
2022-12-30	2022-12-31	2023-04-18	003310	35.0
2022-12-30	2022-12-31	2023-04-14	078600	100.0
2022-12-30	2022-12-31	2023-04-21	015230	200.0
2022-12-30	2022-12-31	2023-04-25	140520	150.0
2022-12-30	2022-12-31	2023-04-07	131220	60.0
2022-12-30	2022-12-31	2023-04-14	054670	100.0
2022-12-30	2022-12-31	2023-04-21	023910	650.0
2022-12-30	2022-12-31	2023-03-20	006650	1000.0
2022-12-30	2022-12-31		430970	0.0
2022-12-30	2022-12-31		43097K	0.0
2022-12-30	2022-12-31	2023-03-31	43097L	0.0
2022-12-30	2022-12-31		43097M	0.0
2022-12-30	2022-12-31	2023-03-31	43097N	0.0
2022-12-30	2022-12-31	2023-04-28	084010	780.0
2022-12-30	2022-12-31	2023-04-03	001790	120.0
2022-12-30	2022-12-31	2023-04-03	001795	125.0
2022-12-30	2022-12-31		001797	0.0
2022-12-30	2022-12-31	2023-04-12	001130	2500.0
2022-12-30	2022-12-31	2023-04-21	003490	750.0
2022-12-30	2022-12-31	2023-04-21	003495	800.0
2022-12-30	2022-12-31	2023-04-25	003830	750.0
2022-12-30	2022-12-31	2023-03-29	016090	110.0
2022-12-30	2022-12-31	2023-04-14	067080	100.0
2022-12-30	2022-12-31	2023-04-07	298540	400.0
2022-12-30	2022-12-31	2023-04-07	29854K	0.0
2022-12-30	2022-12-31	2023-04-14	192080	600.0
2022-12-30	2022-12-31	2023-04-21	012510	123.0
2022-12-30	2022-12-31	2023-04-21	01251K	3408.0
2022-12-30	2022-12-31	2023-04-14	004830	45.0
2022-12-30	2022-12-31	2023-04-14	004835	50.0
2022-12-30	2022-12-31	2023-04-11	090410	20.0
2022-12-30	2022-12-31	2023-04-27	263600	70.0
2022-12-30	2022-12-31	2023-04-17	446530	100.0
2022-12-30	2022-12-31	2023-04-14	145720	300.0
2022-12-30	2022-12-31	2023-04-11	067990	360.0
2022-12-30	2022-12-31	2023-04-07	193030	0.0
2022-12-30	2022-12-31	2023-04-07	19303P	30.0
2022-12-30	2022-12-31	2023-04-07	19303M	0.0
2022-12-30	2022-12-31	2023-04-07	19303N	20.0
2022-12-30	2022-12-31	2023-04-07	002150	280.0
2022-12-30	2022-12-31	2023-04-07	006620	110.0
2022-12-30	2022-12-31	2023-04-21	005160	130.0
2022-12-30	2022-12-31	2023-04-21	075970	80.0
2022-12-30	2022-12-31	2023-04-21	086450	180.0
2022-12-30	2022-12-31	2023-04-21	08645K	180.0
2022-12-30	2022-12-31	2023-04-07	001230	500.0
2022-12-30	2022-12-31	2023-04-03	023450	300.0
2022-12-30	2022-12-31	2023-04-10	222070	100.0
2022-12-30	2022-12-31	2023-03-30	007590	250.0
2022-12-30	2022-12-31	2023-03-30	007595	255.0
2022-12-30	2022-12-31	2023-03-30	007597	0.0
2022-12-30	2022-12-31	2023-04-20	005960	500.0
2022-12-30	2022-12-31	2023-04-20	005965	550.0
2022-12-30	2022-12-31	2023-03-07	026960	730.0
2022-12-30	2022-12-31	2023-04-25	102260	200.0
2022-12-30	2022-12-31	2023-04-18	033500	350.0
2022-12-30	2022-12-31	2023-04-25	025950	150.0
2022-12-30	2022-12-31	2023-04-14	060970	0.0
2022-12-30	2022-12-31	2023-04-18	000640	1000.0
2022-12-30	2022-12-31	2023-04-19	088130	200.0
2022-12-30	2022-12-31	2023-04-14	028100	500.0
2022-12-30	2022-12-31	2023-03-31	282690	1000.0
2022-12-30	2022-12-31	2023-04-11	041930	120.0
2022-12-30	2022-12-31	2023-04-20	001520	40.0
2022-12-30	2022-12-31	2023-04-20	001525	90.0
2022-12-30	2022-12-31	2023-04-20	001527	150.0
2022-12-30	2022-12-31	2023-04-20	001529	150.0
2022-12-30	2022-12-31	2023-04-20	00152A	150.0
2022-12-30	2022-12-31	2023-03-30	060380	50.0
2022-12-30	2022-12-31	2023-04-14	079960	300.0
2022-12-30	2022-12-31	2023-04-07	060830	0.0
2022-12-30	2022-12-31	2023-04-24	092780	60.0
2022-12-30	2022-12-31	2023-04-28	013120	160.0
2022-12-30	2022-12-31	2023-04-18	006040	1100.0
2022-12-30	2022-12-31	2023-04-20	030720	250.0
2022-12-30	2022-12-31	2023-04-21	014820	600.0
2022-12-30	2022-12-31	2023-04-21	014825	650.0
2022-12-30	2022-12-31	2023-04-21	049770	3500.0
2022-12-30	2022-12-31	2023-04-14	163560	120.0
2022-12-30	2022-12-31	2023-04-10	109860	400.0
2022-12-30	2022-12-31	2023-04-07	004890	3000.0
2022-12-30	2022-12-31	2023-04-28	002690	10.0
2022-12-30	2022-12-31	2023-04-21	005290	130.0
2022-12-30	2022-12-31	2023-04-20	000020	180.0
2022-12-30	2022-12-31	2023-04-26	389930	2033.0
2022-12-30	2022-12-31	2023-04-26	38993L	2033.0
2022-12-30	2022-12-31	2023-04-28	000150	2000.0
2022-12-30	2022-12-31	2023-04-28	000155	2050.0
2022-12-30	2022-12-31	2023-04-28	000157	2000.0
2022-12-30	2022-12-31	2023-04-26	241560	750.0
2022-12-30	2022-12-31	2023-04-28	131970	160.0
2022-12-30	2022-12-31	2023-04-28	13197K	160.0
2022-12-30	2022-12-31	2023-04-20	016740	80.0
2022-12-30	2022-12-31	2023-04-21	013900	600.0
2022-12-30	2022-12-31		035430	0.0
2022-12-30	2022-12-31	2023-04-27	03543L	0.0
2022-12-30	2022-12-31	2023-04-27	03543K	0.0
2022-12-30	2022-12-31	2023-04-19	192650	200.0
2022-12-30	2022-12-31	2023-04-19	187870	210.0
2022-12-30	2022-12-31	2023-04-14	016610	170.0
2022-12-30	2022-12-31	2023-04-07	005830	4600.0
2022-12-30	2022-12-31	2023-04-17	066670	50.0
2022-12-30	2022-12-31	2023-04-18	024090	900.0
2022-12-30	2022-12-31	2023-04-13	003160	100.0
2022-12-30	2022-12-31	2023-04-21	110990	300.0
2022-12-30	2022-12-31	2023-04-25	263690	317.0
2022-12-30	2022-12-31	2023-04-14	214680	0.0
2022-12-30	2022-12-31	2023-04-14	21468K	0.1
2022-12-30	2022-12-31	2023-04-21	155660	60.0
2022-12-30	2022-12-31	2023-04-21	069730	60.0
2022-12-30	2022-12-31	2023-04-12	092070	200.0
2022-12-30	2022-12-31	2023-03-31	007340	2000.0
2022-12-30	2022-12-31	2023-04-21	000210	1000.0
2022-12-30	2022-12-31	2023-04-21	000215	1050.0
2022-12-30	2022-12-31	2023-04-21	001880	250.0
2022-12-30	2022-12-31	2023-04-21	00188K	1196.0
2022-12-30	2022-12-31	2023-04-21	375500	1000.0
2022-12-30	2022-12-31	2023-04-21	37550K	1050.0
2022-12-30	2022-12-31	2023-04-21	37550L	1000.0
2022-12-30	2022-12-31	2023-04-21	068790	125.0
2022-12-30	2022-12-31	2023-04-12	013570	120.0
2022-12-30	2022-12-31	2023-04-12	210540	250.0
2022-12-30	2022-12-31	2023-04-24	104460	100.0
2022-12-30	2022-12-31	2023-04-21	197140	30.0
2022-12-30	2022-12-31	2023-04-06	068930	200.0
2022-12-30	2022-12-31	2023-04-17	033130	20.0
2022-12-30	2022-12-31	2023-04-21	105740	200.0
2022-12-30	2022-12-31	2023-04-12	263020	50.0
2022-12-30	2022-12-31	2023-04-07	131180	40.0
2022-12-30	2022-12-31	2023-04-21	232680	50.0
2022-12-30	2022-12-31	2023-04-26	300120	50.0
2022-12-30	2022-12-31	2023-04-10	171120	200.0
2022-12-30	2022-12-31	2023-04-06	115390	300.0
2022-12-30	2022-12-31	2023-04-25	217500	30.0
2022-12-30	2022-12-31	2023-04-04	038390	700.0
2022-12-30	2022-12-31	2023-04-12	228850	300.0
2022-12-30	2022-12-31	2023-04-05	128500	0.0
2022-12-30	2022-12-31	2023-04-11	067730	60.0
2022-12-30	2022-12-31	2023-04-04	071280	50.0
2022-12-30	2022-12-31	2023-04-21	089860	900.0
2022-12-30	2022-12-31	2023-04-28	023530	3300.0
2022-12-30	2022-12-31	2023-04-20	020150	300.0
2022-12-30	2022-12-31	2023-04-21	280360	2300.0
2022-12-30	2022-12-31	2023-03-22	330590	143.13495
2022-12-30	2022-12-31	2023-04-21	004000	3500.0
2022-12-30	2022-12-31	2023-04-14	286940	700.0
2022-12-30	2022-12-31	2023-04-28	004990	1500.0
2022-12-30	2022-12-31	2023-04-28	00499K	1550.0
2022-12-30	2022-12-31	2023-04-21	005300	3300.0
2022-12-30	2022-12-31	2023-04-21	005305	3305.0
2022-12-30	2022-12-31	2023-04-28	011170	3500.0
2022-12-30	2022-12-31	2023-04-26	071840	300.0
2022-12-30	2022-12-31	2023-04-21	085370	322.0
2022-12-30	2022-12-31		085375	0.0
2022-12-30	2022-12-31	2023-04-21	08537M	151.0
2022-12-30	2022-12-31	2023-04-27	058470	3000.0
2022-12-30	2022-12-31	2023-04-25	012700	500.0
2022-12-30	2022-12-31	2023-04-14	277070	28.0
2022-12-30	2022-12-31	2023-04-17	098120	80.0
2022-12-30	2022-12-31	2023-04-21	038290	300.0
2022-12-30	2022-12-31	2023-04-25	044320	250.0
2022-12-30	2022-12-31	2023-04-21	267980	1200.0
2022-12-30	2022-12-31	2023-04-17	005990	150.0
2022-12-30	2022-12-31	2023-04-10	093520	120.0
2022-12-30	2022-12-31	2023-02-28	088980	390.0
2022-12-30	2022-12-31	2023-04-14	067280	800.0
2022-12-30	2022-12-31	2023-04-14	072870	1050.0
2022-12-30	2022-12-31	2023-04-14	215200	2100.0
2022-12-30	2022-12-31	2023-04-17	041920	50.0
2022-12-30	2022-12-31		249680	0.0
2022-12-30	2022-12-31	2023-04-28	24968K	0.0
2022-12-30	2022-12-31	2023-04-28	24968L	0.0
2022-12-30	2022-12-31	2023-04-28	24968M	0.0
2022-12-30	2022-12-31	2023-03-31	138040	105.0
2022-12-30	2022-12-31	2023-03-29	008560	135.0
2022-12-30	2022-12-31	2023-03-29	00856P	0.0
2022-12-30	2022-12-31	2023-03-29	00856Q	0.0
2022-12-30	2022-12-31	2023-03-29	00856R	0.0
2022-12-30	2022-12-31	2023-03-29	00856S	0.0
2022-12-30	2022-12-31	2023-04-14	241770	455.0
2022-12-30	2022-12-31	2023-04-17	059210	20.0
2022-12-30	2022-12-31	2023-04-21	321080	0.0
2022-12-30	2022-12-31	2023-04-21	058110	30.0
2022-12-30	2022-12-31	2023-04-11	012690	50.0
2022-12-30	2022-12-31	2023-04-21	005360	70.0
2022-12-30	2022-12-31	2023-04-19	417970	300.0
2022-12-30	2022-12-31	2023-03-31	204210	1572.0
2022-12-30	2022-12-31	2023-04-11	101330	70.0
2022-12-30	2022-12-31	2023-04-28	012860	10.0
2022-12-30	2022-12-31	2023-04-28	333050	14.0
2022-12-30	2022-12-31	2023-04-06	009680	400.0
2022-12-30	2022-12-31	2023-04-20	118990	246.0
2022-12-30	2022-12-31	2023-03-31	320340	0.0
2022-12-30	2022-12-31	2023-03-31	32034L	0.0
2022-12-30	2022-12-31	2023-03-31	32034M	0.0
2022-12-30	2022-12-31	2023-03-31	32034N	0.0
2022-12-30	2022-12-31	2023-04-07	001810	15.0
2022-12-30	2022-12-31	2023-04-07	009200	50.0
2022-12-30	2022-12-31	2023-04-07	009580	150.0
2022-12-30	2022-12-31	2023-04-26	033920	230.0
2022-12-30	2022-12-31	2023-04-05	008420	50.0
2022-12-30	2022-12-31	2023-04-05	095500	60.0
2022-12-30	2022-12-31	2023-02-28	094800	250.0
2022-12-30	2022-12-31	2023-04-11	006800	200.0
2022-12-30	2022-12-31	2023-04-11	006805	220.0
2022-12-30	2022-12-31	2023-04-11	00680K	200.0
2022-12-30	2022-12-31	2023-06-27	170840	0.0
2022-12-30	2022-12-31	2023-04-14	207760	10.0
2022-12-30	2022-12-31	2023-04-10	002840	500.0
2022-12-30	2022-12-31	2023-04-06	268280	1400.0
2022-12-30	2022-12-31	2023-04-17	107590	700.0
2022-12-30	2022-12-31	2023-03-31	134380	1500.0
2022-12-30	2022-12-31	2023-04-21	003650	2500.0
2022-12-30	2022-12-31	2023-04-26	402350	0.0
2022-12-30	2022-12-31	2023-04-12	206640	150.0
2022-12-30	2022-12-31	2023-04-11	191390	0.0
2022-12-30	2022-12-31	2023-04-17	377740	490.0
2022-12-30	2022-12-31	2023-04-10	099430	70.0
2022-12-30	2022-12-31	2023-04-10	09943N	70.0
2022-12-30	2022-12-31	2023-04-13	043150	100.0
2022-12-30	2022-12-31	2023-04-18	001340	60.0
2022-12-30	2022-12-31	2023-04-10	035150	150.0
2022-12-30	2022-12-31	2023-04-14	019010	30.0
2022-12-30	2022-12-31	2023-04-14	443630	1050.0
2022-12-30	2022-12-31	2023-04-14	44363K	1050.0
2022-12-30	2022-12-31	2023-04-21	007210	25.0
2022-12-30	2022-12-31	2023-04-26	225530	150.0
2022-12-30	2022-12-31	2023-04-24	250000	300.0
2022-12-30	2022-12-31	2023-04-21	002760	7.0
2022-12-30	2022-12-31	2023-04-11	003850	100.0
2022-12-30	2022-12-31	2023-04-06	001270	1500.0
2022-12-30	2022-12-31	2023-04-06	001275	1550.0
2022-12-30	2022-12-31	2023-04-18	026940	75.0
2022-12-30	2022-12-31	2023-04-21	011390	250.0
2022-12-30	2022-12-31	2023-04-03	008470	50.0
2022-12-30	2022-12-31	2023-04-10	228350	0.0
2022-12-30	2022-12-31	2023-04-12	100120	700.0
2022-12-30	2022-12-31	2023-04-17	337930	40.0
2022-12-30	2022-12-31	2023-04-14	099390	60.0
2022-12-30	2022-12-31	2023-04-14	064480	150.0
2022-12-30	2022-12-31	2023-04-18	251630	100.0
2022-12-30	2022-12-31	2023-04-25	346150	878.0
2022-12-30	2022-12-31	2023-04-26	318410	200.0
2022-12-30	2022-12-31	2023-04-14	100220	100.0
2022-12-30	2022-12-31	2023-04-27	200780	100.0
2022-12-30	2022-12-31	2023-04-28	031320	3700.0
2022-12-30	2022-12-31	2023-04-18	141000	150.0
2022-12-30	2022-12-31	2023-04-17	090460	250.0
2022-12-30	2022-12-31	2023-04-07	086670	200.0
2022-12-30	2022-12-31	2023-04-21	335890	10.0
2022-12-30	2022-12-31	2023-04-14	027410	110.0
2022-12-30	2022-12-31	2023-04-14	282330	4100.0
2022-12-30	2022-12-31	2023-04-25	126600	100.0
2022-12-30	2022-12-31	2023-04-11	082920	200.0
2022-12-30	2022-12-31	2023-04-11	042370	50.0
2022-12-30	2022-12-31	2023-04-17	032850	61.0
2022-12-30	2022-12-31	2023-04-07	093190	400.0
2022-12-30	2022-12-31	2023-04-06	005180	1500.0
2022-12-30	2022-12-31	2023-04-12	143240	700.0
2022-12-30	2022-12-31	2023-04-19	003960	350.0
2022-12-30	2022-12-31	2023-04-19	003965	400.0
2022-12-30	2022-12-31	2023-04-20	007160	350.0
2022-12-30	2022-12-31	2023-04-20	014710	40.0
2022-12-30	2022-12-31	2023-04-21	006090	120.0
2022-12-30	2022-12-31	2023-04-24	419120	180.0
2022-12-30	2022-12-31	2023-04-21	008270	0.0
2022-12-30	2022-12-31	2023-04-25	388740	0.0
2022-12-30	2022-12-31	2023-04-20	014970	75.0
2022-12-30	2022-12-31	2023-04-24	018310	100.0
2022-12-30	2022-12-31	2023-04-28	053700	50.0
2022-12-30	2022-12-31	2023-04-27	023600	175.0
2022-12-30	2022-12-31	2023-04-14	006400	1030.0
2022-12-30	2022-12-31	2023-04-14	006405	1080.0
2022-12-30	2022-12-31	2023-04-28	006660	80.0
2022-12-30	2022-12-31	2023-04-14	028260	2300.0
2022-12-30	2022-12-31	2023-04-14	02826K	2350.0
2022-12-30	2022-12-31	2023-04-14	032830	3000.0
2022-12-30	2022-12-31	2023-04-14	018260	3200.0
2022-12-30	2022-12-31	2023-04-14	009150	2100.0
2022-12-30	2022-12-31	2023-04-14	009155	2150.0
2022-12-30	2022-12-31	2023-04-14	005930	361.0
2022-12-30	2022-12-31	2023-04-14	005935	362.0
2022-12-30	2022-12-31	2023-04-13	016360	1700.0
2022-12-30	2022-12-31	2023-04-12	068290	200.0
2022-12-30	2022-12-31	2023-04-13	029780	2500.0
2022-12-30	2022-12-31	2023-04-14	000810	13800.0
2022-12-30	2022-12-31	2023-04-14	000815	13805.0
2022-12-30	2022-12-31	2023-04-14	006110	250.0
2022-12-30	2022-12-31	2023-04-05	374310	4000.0
2022-12-30	2022-12-31	2023-04-12	009300	400.0
2022-12-30	2022-12-31	2023-04-05	145990	1250.0
2022-12-30	2022-12-31	2023-04-05	145995	1300.0
2022-12-30	2022-12-31	2023-04-21	003230	600.0
2022-12-30	2022-12-31	2023-04-14	225190	400.0
2022-12-30	2022-12-31	2023-04-06	002170	1500.0
2022-12-30	2022-12-31	2023-04-03	272550	750.0
2022-12-30	2022-12-31	2023-04-07	000070	3500.0
2022-12-30	2022-12-31	2023-04-07	000075	3550.0
2022-12-30	2022-12-31	2023-04-13	002810	600.0
2022-12-30	2022-12-31	2023-04-07	054540	50.0
2022-12-30	2022-12-31	2023-04-21	005680	300.0
2022-12-30	2022-12-31	2023-04-21	023000	105.0
2022-12-30	2022-12-31	2023-04-14	072540	75.0
2022-12-30	2022-12-31	2023-04-20	004380	300.0
2022-12-30	2022-12-31	2023-04-20	002450	50.0
2022-12-30	2022-12-31	2023-04-28	002290	125.0
2022-12-30	2022-12-31	2023-04-18	009770	1000.0
2022-12-30	2022-12-31	2023-04-21	037460	450.0
2022-12-30	2022-12-31	2023-04-10	005500	800.0
2022-12-30	2022-12-31	2023-04-07	004690	3000.0
2022-12-30	2022-12-31	2023-04-26	038500	90.0
2022-12-30	2022-12-31	2023-03-28	017480	300.0
2022-12-30	2022-12-31	2023-04-11	010960	190.0
2022-12-30	2022-12-31	2023-04-14	004450	700.0
2022-12-30	2022-12-31	2023-04-21	009470	300.0
2022-12-30	2022-12-31	2023-04-21	001820	500.0
2022-12-30	2022-12-31	2023-04-18	000390	250.0
2022-12-30	2022-12-31	2023-04-21	041650	100.0
2022-12-30	2022-12-31	2023-04-28	091580	115.0
2022-12-30	2022-12-31	2023-04-14	089980	200.0
2022-12-30	2022-12-31	2023-04-07	075180	140.0
2022-12-30	2022-12-31	2023-04-14	107600	300.0
2022-12-30	2022-12-31	2023-04-07	007540	200.0
2022-12-30	2022-12-31	2023-04-07	248170	200.0
2022-12-30	2022-12-31	2023-04-21	100660	35.0
2022-12-30	2022-12-31	2023-04-20	007860	100.0
2022-12-30	2022-12-31	2023-04-18	200880	150.0
2022-12-30	2022-12-31	2023-04-17	019770	45.0
2022-12-30	2022-12-31	2023-04-28	279000	0.0
2022-12-30	2022-12-31	2023-04-05	017390	1750.0
2022-12-30	2022-12-31	2023-04-26	046890	220.0
2022-12-30	2022-12-31	2023-04-28	063170	100.0
2022-12-30	2022-12-31	2023-04-11	093920	400.0
2022-12-30	2022-12-31	2023-04-14	140070	50.0
2022-12-30	2022-12-31	2023-04-10	011370	50.0
2022-12-30	2022-12-31	2023-04-21	065710	1500.0
2022-12-30	2022-12-31	2023-04-07	008490	400.0
2022-12-30	2022-12-31	2023-04-14	035890	45.0
2022-12-30	2022-12-31	2023-04-21	003100	350.0
2022-12-30	2022-12-31	2023-04-11	067370	50.0
2022-12-30	2022-12-31	2023-04-20	136490	100.0
2022-12-30	2022-12-31	2023-04-24	086710	20.0
2022-12-30	2022-12-31	2023-04-21	014620	100.0
2022-12-30	2022-12-31	2023-04-14	037350	100.0
2022-12-30	2022-12-31	2023-04-11	014910	5.0
2022-12-30	2022-12-31	2023-04-11	014915	10.0
2022-12-30	2022-12-31	2023-04-19	003080	135.0
2022-12-30	2022-12-31	2023-04-19	004980	200.0
2022-12-30	2022-12-31	2023-04-19	004985	250.0
2022-12-30	2022-12-31	2023-04-26	081580	50.0
2022-12-30	2022-12-31	2023-04-14	015750	100.0
2022-12-30	2022-12-31	2023-04-18	080470	70.0
2022-12-30	2022-12-31	2023-04-25	045460	0.0
2022-12-30	2022-12-31	2023-04-21	042380	790.0
2022-12-30	2022-12-31	2023-04-05	017510	70.0
2022-12-30	2022-12-31	2023-05-26	292070	100.0
2022-12-30	2022-12-31	2023-05-26	29207L	100.0
2022-12-30	2022-12-31	2023-04-21	004360	300.0
2022-12-30	2022-12-31	2023-04-21	004365	305.0
2022-12-30	2022-12-31	2023-04-05	004490	600.0
2022-12-30	2022-12-31	2023-04-06	011560	500.0
2022-12-30	2022-12-31	2023-04-25	001430	1200.0
2022-12-30	2022-12-31	2023-04-21	306200	6000.0
2022-12-30	2022-12-31	2023-04-21	003030	2250.0
2022-12-30	2022-12-31	2023-04-21	019440	1000.0
2022-12-30	2022-12-31	2023-04-27	058650	4000.0
2022-12-30	2022-12-31	2023-04-12	336710	0.0
2022-12-30	2022-12-31	2023-04-17	100700	60.0
2022-12-30	2022-12-31	2023-04-27	024830	25.0
2022-12-30	2022-12-31	2023-04-21	067830	30.0
2022-12-30	2022-12-31	2023-03-31	107870	0.0
2022-12-30	2022-12-31	2023-04-11	033530	100.0
2022-12-30	2022-12-31	2023-04-27	075580	150.0
2022-12-30	2022-12-31	2023-04-13	252500	10.0
2022-12-30	2022-12-31	2023-04-28	290690	50.0
2022-12-30	2022-12-31	2023-04-28	336370	100.0
2022-12-30	2022-12-31	2023-04-28	33637K	101.0
2022-12-30	2022-12-31	2023-04-28	33637L	100.0
2022-12-30	2022-12-31	2023-04-21	357780	2000.0
2022-12-30	2022-12-31	2023-04-21	036830	170.0
2022-12-30	2022-12-31	2023-04-20	145730	0.0
2022-12-30	2022-12-31	2023-04-04	004430	500.0
2022-12-30	2022-12-31	2023-04-12	050960	125.0
2022-12-30	2022-12-31	2023-04-18	126720	600.0
2022-12-30	2022-12-31	2023-04-21	017550	10.0
2022-12-30	2022-12-31	2023-04-21	017555	15.0
2022-12-30	2022-12-31	2023-04-11	253840	150.0
2022-12-30	2022-12-31	2023-04-11	25384X	150.0
2022-12-30	2022-12-31	2023-04-18	192440	560.0
2022-12-30	2022-12-31	2023-04-28	057160	500.0
2022-12-30	2022-12-31	2023-04-19	330730	200.0
2022-12-30	2022-12-31	2023-04-12	026890	200.0
2022-12-30	2022-12-31	2023-04-12	245030	0.0
2022-12-30	2022-12-31	2023-04-12	049830	85.0
2022-12-30	2022-12-31	2023-04-10	020710	20.0
