ex_dividend_date	record_date	payment_date	ticker_symbol	dividend_per_share
2022-12-30	2022-12-31	2023-04-10	134790	400.0
2022-12-30	2022-12-31	2023-04-06	000480	4500.0
2022-12-30	2022-12-31	2023-04-14	131090	25.0
2022-12-30	2022-12-31	2023-04-14	066290	150.0
2022-12-30	2022-12-31	2023-04-11	016590	1250.0
2022-12-30	2022-12-31	2023-04-18	029530	1500.0
2022-12-30	2022-12-31	2023-04-14	004970	500.0
2022-12-30	2022-12-31	2023-04-21	065350	120.0
2022-12-30	2022-12-31	2023-04-24	004170	3750.0
2022-12-30	2022-12-31	2023-04-20	034300	500.0
2022-12-30	2022-12-31	2023-04-21	037090	282.0
2022-12-30	2022-12-31	2023-04-14	035510	500.0
2022-12-30	2022-12-31	2023-04-21	031430	500.0
2022-12-30	2022-12-31	2023-04-21	012580	30.0
2022-12-30	2022-12-31	2023-04-25	031440	750.0
2022-12-30	2022-12-31	2023-04-28	006880	120.0
2022-12-30	2022-12-31	2023-04-21	002800	50.0
2022-12-30	2022-12-31	2023-04-20	005800	150.0
2022-12-30	2022-12-31	2023-04-18	009270	100.0
2022-12-30	2022-12-31	2023-04-18	009275	105.0
2022-12-30	2022-12-31	2023-04-17	002700	10.0
2022-12-30	2022-12-31	2023-04-07	138070	100.0
2022-12-30	2022-12-31	2023-04-28	142120	0.0
2022-12-30	2022-12-31	2023-04-10	002870	50.0
2022-12-30	2022-12-31	2023-04-07	055550	865.0
2022-12-30	2022-12-31	2023-03-31	404990	160.0
2022-12-30	2022-12-31	2023-04-24	001770	100.0
2022-12-30	2022-12-31	2023-04-17	004080	130.0
2022-12-30	2022-12-31	2023-04-21	243840	330.0
2022-12-30	2022-12-31	2023-04-21	24384K	330.0
2022-12-30	2022-12-31	2023-04-17	058210	0.0
2022-12-30	2022-12-31	2023-04-19	222800	500.0
2022-12-30	2022-12-31	2023-04-21	036710	50.0
2022-12-30	2022-12-31	2023-04-21	03671L	50.0
2022-12-30	2022-12-31	2023-04-27	009160	200.0
2022-12-30	2022-12-31	2023-04-14	160980	300.0
2022-12-30	2022-12-31	2023-04-18	052700	500.0
2022-12-30	2022-12-31	2023-04-28	356890	80.0
2022-12-30	2022-12-31	2023-04-28	003410	110.0
2022-12-30	2022-12-31	2023-04-27	037760	50.0
2022-12-30	2022-12-31	2023-04-28	099320	80.0
2022-12-30	2022-12-31	2023-04-28	099325	0.0
2022-12-30	2022-12-31	2023-03-31	049960	450.0
2022-12-30	2022-12-31	2023-04-28	050890	50.0
2022-12-30	2022-12-31	2023-04-10	088850	0.0
2022-12-30	2022-12-31	2023-04-14	067670	400.0
2022-12-30	2022-12-31	2023-04-17	073960	0.0
2022-12-30	2022-12-31	2023-04-18	023460	20.0
2022-12-30	2022-12-31	2023-04-12	264660	450.0
2022-12-30	2022-12-31	2023-04-14	352700	140.0
2022-12-30	2022-12-31	2023-04-21	055070	200.0
2022-12-30	2022-12-31	2023-03-31	112610	500.0
2022-12-30	2022-12-31	2023-04-21	000590	500.0
2022-12-30	2022-12-31	2023-04-21	037340	0.0
2022-12-30	2022-12-31	2023-04-17	297440	0.0
2022-12-30	2022-12-31	2023-04-28	376290	64.0
2022-12-30	2022-12-31	2023-04-28	001040	2500.0
2022-12-30	2022-12-31	2023-04-28	001045	2550.0
2022-12-30	2022-12-31	2023-04-28	00104K	2500.0
2022-12-30	2022-12-31	2023-04-26	000120	500.0
2022-12-30	2022-12-31	2023-04-07	340460	4610.0
2022-12-30	2022-12-31	2023-04-27	097950	2500.0
2022-12-30	2022-12-31	2023-04-27	097955	2550.0
2022-12-30	2022-12-31	2023-04-26	051500	350.0
2022-12-30	2022-12-31	2023-04-21	096530	200.0
2022-12-30	2022-12-31	2023-04-20	101240	180.0
2022-12-30	2022-12-31	2023-04-14	260930	50.0
2022-12-30	2022-12-31	2023-04-14	090430	680.0
2022-12-30	2022-12-31	2023-04-14	090435	685.0
2022-12-30	2022-12-31	2023-04-14	002790	205.0
2022-12-30	2022-12-31	2023-04-14	00279K	667.0
2022-12-30	2022-12-31	2023-04-14	002795	210.0
2022-12-30	2022-12-31	2023-04-18	083930	300.0
2022-12-30	2022-12-31	2023-04-12	036010	70.0
2022-12-30	2022-12-31	2023-04-18	002030	3250.0
2022-12-30	2022-12-31	2023-04-18	183190	225.0
2022-12-30	2022-12-31	2023-04-13	002310	1000.0
2022-12-30	2022-12-31	2023-04-20	267850	500.0
2022-12-30	2022-12-31	2023-04-18	143160	350.0
2022-12-30	2022-12-31	2023-04-05	031690	0.0
2022-12-30	2022-12-31	2023-04-18	054800	250.0
2022-12-30	2022-12-31	2023-04-07	332370	150.0
2022-12-30	2022-12-31	2023-04-14	122900	150.0
2022-12-30	2022-12-31	2023-04-20	104770	75.0
2022-12-30	2022-12-31	2023-04-20	099190	350.0
2022-12-30	2022-12-31	2023-04-17	214430	200.0
2022-12-30	2022-12-31	2023-04-14	040910	100.0
2022-12-30	2022-12-31	2023-04-18	095340	600.0
2022-12-30	2022-12-31	2023-04-25	090150	35.0
2022-12-30	2022-12-31	2023-04-21	149010	150.0
2022-12-30	2022-12-31	2023-04-07	262840	100.0
2022-12-30	2022-12-31	2023-04-20	114840	63.0
2022-12-30	2022-12-31	2023-04-17	027360	20.0
2022-12-30	2022-12-31	2023-04-07	032080	20.0
2022-12-30	2022-12-31	2023-04-20	059120	75.0
2022-12-30	2022-12-31	2023-04-11	068410	50.0
2022-12-30	2022-12-31	2023-04-14	158430	100.0
2022-12-30	2022-12-31	2023-04-19	067160	730.0
2022-12-30	2022-12-31	2023-04-18	001540	220.0
2022-12-30	2022-12-31	2023-04-20	053800	1100.0
2022-12-30	2022-12-31	2023-04-12	260660	130.0
2022-12-30	2022-12-31	2023-04-07	131370	20.0
2022-12-30	2022-12-31	2023-04-14	327260	100.0
2022-12-30	2022-12-31	2023-04-14	218410	100.0
2022-12-30	2022-12-31	2023-04-17	148250	30.0
2022-12-30	2022-12-31	2023-04-20	018250	310.0
2022-12-30	2022-12-31	2023-04-18	161000	550.0
2022-12-30	2022-12-31	2023-04-11	290740	100.0
2022-12-30	2022-12-31	2023-04-21	129050	0.0
2022-12-30	2022-12-31	2023-04-27	102120	200.0
2022-12-30	2022-12-31	2023-04-06	019990	50.0
2022-12-30	2022-12-31	2023-04-14	137310	290.0
2022-12-30	2022-12-31	2023-04-12	034120	1000.0
2022-12-30	2022-12-31	2023-04-13	042110	35.0
2022-12-30	2022-12-31	2023-04-17	036120	50.0
2022-12-30	2022-12-31	2023-04-21	260970	300.0
2022-12-30	2022-12-31	2023-03-31	250020	0.0
2022-12-30	2022-12-31	2023-03-31	101490	150.0
2022-12-30	2022-12-31	2023-03-09	003570	350.0
2022-12-30	2022-12-31	2023-03-09	064960	1000.0
2022-12-30	2022-12-31	2023-03-09	100840	400.0
2022-12-30	2022-12-31	2023-03-10	036530	400.0
2022-12-30	2022-12-31	2023-04-14	031330	230.0
2022-12-30	2022-12-31	2023-04-11	060540	50.0
2022-12-30	2022-12-31	2023-04-24	351320	16.0
2022-12-30	2022-12-31	2023-04-07	056190	520.0
2022-12-30	2022-12-31	2023-04-28	333280	1125.0
2022-12-30	2022-12-31	2023-04-28	33328L	1125.0
2022-12-30	2022-12-31	2023-04-28	33328M	1125.0
2022-12-30	2022-12-31	2023-04-28	33328N	1125.0
2022-12-30	2022-12-31	2023-04-14	005850	600.0
2022-12-30	2022-12-31	2023-04-19	041510	1200.0
2022-12-30	2022-12-31	2023-04-21	007820	70.0
2022-12-30	2022-12-31	2023-04-14	012750	2500.0
2022-12-30	2022-12-31	2023-04-12	306040	500.0
2022-12-30	2022-12-31	2023-04-27	123700	100.0
2022-12-30	2022-12-31	2023-04-28	025530	150.0
2022-12-30	2022-12-31	2023-04-07	005090	1700.0
2022-12-30	2022-12-31	2023-04-27	006120	1200.0
2022-12-30	2022-12-31	2023-04-27	006125	1200.0
2022-12-30	2022-12-31	2023-04-26	210980	400.0
2022-12-30	2022-12-31	2023-04-26	21098L	622.0
2022-12-30	2022-12-31	2023-04-27	068400	150.0
2022-12-30	2022-12-31	2023-04-27	033630	500.0
2022-12-30	2022-12-31	2023-03-30	395400	66.0
2022-12-30	2022-12-31		056550	0.0
2022-12-30	2022-12-31	2023-04-13	05655K	0.0
2022-12-30	2022-12-31	2023-04-27	000660	300.0
2022-12-30	2022-12-31	2023-04-13	069510	300.0
2022-12-30	2022-12-31	2023-04-11	041910	100.0
2022-12-30	2022-12-31	2023-04-10	039440	250.0
2022-12-30	2022-12-31	2023-04-17	098660	110.0
2022-12-30	2022-12-31	2023-04-27	237690	500.0
2022-12-30	2022-12-31	2023-04-20	288620	50.0
2022-12-30	2022-12-31	2023-04-06	005610	1700.0
2022-12-30	2022-12-31	2023-04-07	058610	200.0
2022-12-30	2022-12-31	2023-04-14	358720	0.0
2022-12-30	2022-12-31	2023-03-31	037890	1200.0
2022-12-30	2022-12-31	2023-04-21	418900	0.0
2022-12-30	2022-12-31	2023-04-07	003800	1330.0
2022-12-30	2022-12-31	2023-04-07	089660	250.0
2022-12-30	2022-12-31	2023-04-13	300900	0.0
2022-12-30	2022-12-31	2023-04-20	172670	0.0
2022-12-30	2022-12-31	2023-04-20	087400	0.0
2022-12-30	2022-12-31	2023-04-11	396450	0.0
2022-12-30	2022-12-31	2023-04-07	140910	200.0
2022-12-30	2022-12-31	2023-04-21	095570	270.0
2022-12-30	2022-12-31	2023-04-24	012630	250.0
2022-12-30	2022-12-31	2023-04-21	039570	450.0
2022-12-30	2022-12-31	2023-04-24	294870	600.0
2022-12-30	2022-12-31	2023-04-10	267250	3700.0
2022-12-30	2022-12-31	2023-04-21	267270	1750.0
2022-12-30	2022-12-31	2023-04-25	322000	600.0
2022-12-30	2022-12-31	2023-04-07	004050	1959.0
2022-12-30	2022-12-31	2023-04-26	042670	240.0
2022-12-30	2022-12-31	2023-04-20	267260	500.0
2022-12-30	2022-12-31	2023-04-26	297890	150.0
2022-12-30	2022-12-31	2023-04-25	078150	20.0
2022-12-30	2022-12-31	2023-04-07	036640	200.0
2022-12-30	2022-12-31	2023-04-21	035000	400.0
2022-12-30	2022-12-31	2023-04-13	044990	200.0
2022-12-30	2022-12-31	2023-04-21	204320	500.0
2022-12-30	2022-12-31	2023-04-07	386150	0.0
2022-12-30	2022-12-31	2023-04-07	38615K	0.0
2022-12-30	2022-12-31	2023-04-07	38615L	0.0
2022-12-30	2022-12-31	2023-04-10	060980	2000.0
2022-12-30	2022-12-31	2023-04-28	011200	1200.0
2022-12-30	2022-12-31	2023-04-11	044780	30.0
2022-12-30	2022-12-31	2023-04-28	195940	320.0
2022-12-30	2022-12-31	2023-04-27	403870	150.0
2022-12-30	2022-12-31	2023-04-21	006840	200.0
2022-12-30	2022-12-31	2023-04-03	045660	200.0
2022-12-30	2022-12-31	2023-04-03	224110	100.0
2022-12-30	2022-12-31	2023-04-10	021080	150.0
2022-12-30	2022-12-31	2023-04-18	207490	30.0
2022-12-30	2022-12-31	2023-04-24	141110	0.0
2022-12-30	2022-12-31	2023-04-07	244920	200.0
2022-12-30	2022-12-31	2023-04-21	265520	270.0
2022-12-30	2022-12-31	2023-04-18	211270	70.0
2022-12-30	2022-12-31	2023-04-14	230360	90.0
2022-12-30	2022-12-31	2023-04-21	102420	25.0
2022-12-30	2022-12-31	2023-04-21	247540	450.0
2022-12-30	2022-12-31	2023-04-21	383310	600.0
2022-12-30	2022-12-31	2023-04-27	038110	50.0
2022-12-30	2022-12-31	2023-04-10	064850	180.0
2022-12-30	2022-12-31	2023-04-24	383220	1600.0
2022-12-30	2022-12-31	2023-04-25	007700	350.0
2022-12-30	2022-12-31	2023-04-27	036810	100.0
2022-12-30	2022-12-31	2023-04-14	083500	100.0
2022-12-30	2022-12-31	2023-04-27	950130	894.45
2022-12-30	2022-12-31	2023-05-04	265770	50.0
2022-12-30	2022-12-31	2023-04-17	092870	100.0
2022-12-30	2022-12-31	2023-04-17	09287K	0.0
2022-12-30	2022-12-31	2023-04-25	067570	120.0
2022-12-30	2022-12-31	2023-04-10	333620	60.0
2022-12-30	2022-12-31	2023-04-28	036570	6680.0
2022-12-30	2022-12-31	2023-04-05	008260	100.0
2022-12-30	2022-12-31	2023-04-07	138250	0.0
2022-12-30	2022-12-31	2023-04-20	224760	50.0
2022-12-30	2022-12-31	2023-04-14	060250	200.0
2022-12-30	2022-12-31	2023-03-30	400760	162.0
2022-12-30	2022-12-31	2023-04-20	265740	20.0
2022-12-30	2022-12-31	2023-04-17	426280	0.0
2022-12-30	2022-12-31	2023-04-07	053290	60.0
2022-12-30	2022-12-31	2023-04-06	004250	100.0
2022-12-30	2022-12-31	2023-04-06	004255	105.0
2022-12-30	2022-12-31	2023-04-21	048830	30.0
2022-12-30	2022-12-31	2023-04-20	079550	1500.0
2022-12-30	2022-12-31	2023-04-13	290650	50.0
2022-12-30	2022-12-31	2023-04-21	066970	500.0
2022-12-30	2022-12-31	2023-04-28	060370	30.0
2022-12-30	2022-12-31	2023-04-06	010120	1100.0
2022-12-30	2022-12-31	2023-04-06	104230	1200.0
2022-12-30	2022-12-31	2023-04-05	229640	250.0
2022-12-30	2022-12-31	2023-04-18	011910	43200.0
2022-12-30	2022-12-31	2023-04-26	383800	310.0
2022-12-30	2022-12-31	2023-04-26	38380K	320.0
2022-12-30	2022-12-31	2023-04-28	073110	200.0
2022-12-30	2022-12-31	2023-04-19	083310	100.0
2022-12-30	2022-12-31	2023-04-27	064400	1190.0
2022-12-30	2022-12-31	2023-04-14	037560	120.0
2022-12-30	2022-12-31	2023-03-30	097520	500.0
2022-12-30	2022-12-31	2023-04-11	179290	120.0
2022-12-30	2022-12-31	2023-04-28	009780	60.0
2022-12-30	2022-12-31	2023-05-03	123040	50.0
2022-12-30	2022-12-31	2023-04-14	046290	0.0
2022-12-30	2022-12-31	2023-04-14	033160	100.0
2022-12-30	2022-12-31	2023-04-14	347890	250.0
2022-12-30	2022-12-31	2023-04-10	140720	100.0
2022-12-30	2022-12-31	2023-04-18	060850	140.0
2022-12-30	2022-12-31	2023-04-19	014440	50.0
2022-12-30	2022-12-31	2023-04-13	111770	1530.0
2022-12-30	2022-12-31	2023-04-12	009970	3050.0
2022-12-30	2022-12-31	2023-03-29	000670	10000.0
2022-12-30	2022-12-31	2023-03-31	036560	400.0
2022-12-30	2022-12-31	2023-03-28	006740	600.0
2022-12-30	2022-12-31	2023-04-21	265560	50.0
2022-12-30	2022-12-31	2023-04-11	053280	200.0
2022-12-30	2022-12-31	2023-04-07	015360	2500.0
2022-12-30	2022-12-31	2023-04-11	045060	50.0
2022-12-30	2022-12-31	2023-04-20	080520	100.0
2022-12-30	2022-12-31	2023-04-12	007310	9000.0
2022-12-30	2022-12-31	2023-04-26	039830	120.0
2022-12-30	2022-12-31	2023-04-18	014940	50.0
2022-12-30	2022-12-31	2023-04-18	271560	950.0
2022-12-30	2022-12-31	2023-04-20	001800	700.0
2022-12-30	2022-12-31	2023-04-28	010470	270.0
2022-12-30	2022-12-31	2023-04-13	036220	2000.0
2022-12-30	2022-12-31	2023-04-21	241790	420.0
2022-12-30	2022-12-31	2023-04-17	031510	20.0
2022-12-30	2022-12-31	2023-04-12	138080	200.0
2022-12-30	2022-12-31	2023-04-27	067170	130.0
2022-12-30	2022-12-31	2023-04-21	173130	50.0
2022-12-30	2022-12-31	2023-04-24	049480	15.0
2022-12-30	2022-12-31	2023-04-19	131030	100.0
2022-12-30	2022-12-31	2023-04-25	109080	200.0
2022-12-30	2022-12-31	2023-04-26	057030	150.0
2022-12-30	2022-12-31	2023-04-11	122990	250.0
2022-12-30	2022-12-31	2023-04-07	112290	100.0
2022-12-30	2022-12-31	2023-04-14	065530	50.0
2022-12-30	2022-12-31	2023-04-12	067900	50.0
2022-12-30	2022-12-31	2023-04-20	155650	250.0
2022-12-30	2022-12-31	2023-04-19	273640	380.0
2022-12-30	2022-12-31	2023-04-21	096250	0.0
2022-12-30	2022-12-31	2023-04-20	273060	20.0
2022-12-30	2022-12-31	2023-04-12	019210	300.0
2022-12-30	2022-12-31	2023-04-12	01921S	300.0
2022-12-30	2022-12-31	2023-04-12	01921T	300.0
2022-12-30	2022-12-31	2023-04-17	040300	60.0
2022-12-30	2022-12-31	2023-04-14	079000	200.0
2022-12-30	2022-12-31	2023-04-14	316140	980.0
2022-12-30	2022-12-31	2023-04-20	434780	0.0
2022-12-30	2022-12-31	2023-04-20	43478K	0.0
2022-12-30	2022-12-31	2023-03-31	298870	150.0
2022-12-30	2022-12-31	2023-04-21	215360	150.0
2022-12-30	2022-12-31	2023-04-28	072470	45.0
2022-12-30	2022-12-31	2023-04-21	073560	50.0
2022-12-30	2022-12-31	2023-04-13	010050	23.0
2022-12-30	2022-12-31	2023-04-14	083780	0.0
2022-12-30	2022-12-31	2023-04-14	101170	100.0
2022-12-30	2022-12-31	2023-04-06	068560	920.0
2022-12-30	2022-12-31	2023-04-28	017370	30.0
2022-12-30	2022-12-31	2023-04-21	065680	300.0
2022-12-30	2022-12-31	2023-04-11	105840	150.0
2022-12-30	2022-12-31	2023-04-25	049800	50.0
2022-12-30	2022-12-31	2023-04-14	095720	70.0
2022-12-30	2022-12-31	2023-04-26	005820	350.0
2022-12-30	2022-12-31	2023-04-13	307280	10.0
2022-12-30	2022-12-31	2023-04-21	104830	800.0
2022-12-30	2022-12-31	2023-04-19	240810	200.0
2022-12-30	2022-12-31	2023-04-27	074600	150.0
2022-12-30	2022-12-31	2023-04-10	012620	220.0
2022-12-30	2022-12-31	2023-04-28	382840	200.0
2022-12-30	2022-12-31	2023-04-14	008370	200.0
2022-12-30	2022-12-31	2023-04-27	101160	50.0
2022-12-30	2022-12-31	2023-04-18	069080	370.0
2022-12-30	2022-12-31	2023-04-14	044340	200.0
2022-12-30	2022-12-31	2023-04-10	364360	0.0
2022-12-30	2022-12-31	2023-04-10	36436K	0.0
2022-12-30	2022-12-31	2023-04-14	348350	100.0
2022-12-30	2022-12-31	2023-04-14	112040	750.0
2022-12-30	2022-12-31	2023-03-31	065370	150.0
2022-12-30	2022-12-31	2023-04-14	024070	50.0
2022-12-30	2022-12-31	2023-04-06	042910	4000.0
2022-12-30	2022-12-31	2023-04-03	136540	500.0
2022-12-30	2022-12-31	2023-04-07	014830	2000.0
2022-12-30	2022-12-31	2023-04-04	036200	100.0
2022-12-30	2022-12-31	2023-04-19	000910	125.0
2022-12-30	2022-12-31	2023-04-28	047400	35.0
2022-12-30	2022-12-31	2023-04-19	083910	0.0
2022-12-30	2022-12-31	2023-04-26	011330	20.0
2022-12-30	2022-12-31	2023-04-28	077500	200.0
2022-12-30	2022-12-31	2023-04-07	011320	15.0
2022-12-30	2022-12-31	2023-04-18	142210	100.0
2022-12-30	2022-12-31	2023-04-21	048430	100.0
2022-12-30	2022-12-31	2023-05-31	388690	243.0
2022-12-30	2022-12-31	2023-04-21	032620	60.0
2022-12-30	2022-12-31	2023-04-11	264450	420.0
2022-12-30	2022-12-31	2023-04-11	078070	250.0
2022-12-30	2022-12-31	2023-04-12	002920	120.0
2022-12-30	2022-12-31	2023-04-20	000700	400.0
2022-12-30	2022-12-31	2023-04-21	054930	750.0
2022-12-30	2022-12-31	2023-04-21	003470	110.0
2022-12-30	2022-12-31	2023-04-21	003475	160.0
2022-12-30	2022-12-31	2023-04-25	263770	100.0
2022-12-30	2022-12-31	2023-04-14	000220	105.0
2022-12-30	2022-12-31	2023-04-14	000225	110.0
2022-12-30	2022-12-31	2023-04-14	000227	110.0
2022-12-30	2022-12-31	2023-04-14	023410	170.0
2022-12-30	2022-12-31	2023-04-14	084370	270.0
2022-12-30	2022-12-31	2023-04-14	001200	60.0
2022-12-30	2022-12-31	2023-04-17	221800	500.0
2022-12-30	2022-12-31	2023-04-06	000100	400.0
2022-12-30	2022-12-31	2023-04-06	000105	410.0
2022-12-30	2022-12-31	2023-04-12	003460	110.0
2022-12-30	2022-12-31	2023-04-12	003465	120.0
2022-12-30	2022-12-31	2023-04-20	372170	150.0
2022-12-30	2022-12-31	2023-04-21	008730	250.0
2022-12-30	2022-12-31	2023-04-27	008250	100.0
2022-12-30	2022-12-31	2023-04-14	039020	50.0
2022-12-30	2022-12-31	2023-04-14	039025	0.0
2022-12-30	2022-12-31	2023-04-21	025820	50.0
2022-12-30	2022-12-31	2023-04-11	067920	180.0
2022-12-30	2022-12-31	2023-04-17	044960	40.0
2022-12-30	2022-12-31	2023-04-14	296640	110.0
2022-12-30	2022-12-31	2023-04-28	214320	1700.0
2022-12-30	2022-12-31	2023-04-20	073490	350.0
2022-12-30	2022-12-31	2023-04-25	272290	450.0
2022-12-30	2022-12-31	2023-04-12	208760	27600.0
2022-12-30	2022-12-31	2023-04-28	053350	20.0
2022-12-30	2022-12-31	2023-04-14	041520	300.0
2022-12-30	2022-12-31	2023-04-28	264850	50.0
2022-12-30	2022-12-31	2023-04-14	054210	150.0
2022-12-30	2022-12-31	2023-04-14	05421K	150.0
2022-12-30	2022-12-31	2023-03-31	088260	195.0
2022-12-30	2022-12-31	2023-04-21	139480	2000.0
2022-12-30	2022-12-31	2023-04-21	078020	100.0
2022-12-30	2022-12-31	2023-04-21	07802K	0.0
2022-12-30	2022-12-31	2023-04-21	07802L	0.0
2022-12-30	2022-12-31	2023-04-18	208850	50.0
2022-12-30	2022-12-31	2023-04-18	080010	100.0
2022-12-30	2022-12-31	2023-04-28	007660	100.0
2022-12-30	2022-12-31	2023-04-28	005950	500.0
2022-12-30	2022-12-31	2023-04-12	386810	1000.0
2022-12-30	2022-12-31	2023-04-24	102710	150.0
2022-12-30	2022-12-31	2023-04-25	063760	60.0
2022-12-30	2022-12-31	2023-04-20	123570	90.0
2022-12-30	2022-12-31	2023-04-17	091120	150.0
2022-12-30	2022-12-31	2023-04-21	102460	150.0
2022-12-30	2022-12-31	2023-04-21	10246L	150.0
2022-12-30	2022-12-31	2023-04-19	039030	1000.0
2022-12-30	2022-12-31	2023-04-17	232150	0.0
2022-12-30	2022-12-31	2023-04-17	353810	75.0
2022-12-30	2022-12-31	2023-04-03	350520	133.0
2022-12-30	2022-12-31	2023-04-14	139150	0.0
2022-12-30	2022-12-31	2023-04-12	377330	120.0
2022-12-30	2022-12-31	2023-04-17	035810	75.0
2022-12-30	2022-12-31	2023-04-19	092130	1040.0
2022-12-30	2022-12-31	2023-04-13	041830	300.0
2022-12-30	2022-12-31	2023-04-05	277410	40.0
2022-12-30	2022-12-31	2023-04-28	037330	50.0
2022-12-30	2022-12-31	2023-04-26	100030	360.0
2022-12-30	2022-12-31	2023-04-11	417460	285.0
2022-12-30	2022-12-31	2023-04-24	023800	200.0
2022-12-30	2022-12-31	2023-03-29	034590	1250.0
2022-12-30	2022-12-31	2023-04-14	211050	300.0
2022-12-30	2022-12-31	2023-04-21	216050	389.0
2022-12-30	2022-12-31	2023-04-28	049070	610.0
2022-12-30	2022-12-31	2023-04-20	119610	600.0
2022-12-30	2022-12-31	2023-04-10	129260	120.0
2022-12-30	2022-12-31	2023-04-18	064290	200.0
2022-12-30	2022-12-31	2023-04-13	189300	100.0
2022-12-30	2022-12-31	2023-04-28	023810	180.0
2022-12-30	2022-12-31	2023-03-31	115310	900.0
2022-12-30	2022-12-31	2023-04-17	039290	20.0
2022-12-30	2022-12-31	2023-04-10	272340	30.0
2022-12-30	2022-12-31	2023-04-10	27234K	30.0
2022-12-30	2022-12-31	2023-04-10	27234L	30.0
2022-12-30	2022-12-31	2023-04-14	000230	100.0
2022-12-30	2022-12-31	2023-04-26	013360	5.0
2022-12-30	2022-12-31		013365	0.0
2022-12-30	2022-12-31	2023-04-11	003120	20000.0
2022-12-30	2022-12-31	2023-04-13	068330	7.0
2022-12-30	2022-12-31	2023-03-31	003200	5000.0
2022-12-30	2022-12-31	2023-04-21	007570	150.0
2022-12-30	2022-12-31	2023-04-21	007575	175.0
2022-12-30	2022-12-31	2023-04-17	081000	300.0
2022-12-30	2022-12-31	2023-04-17	103590	130.0
2022-12-30	2022-12-31	2023-04-14	094820	330.0
2022-12-30	2022-12-31	2023-04-21	015860	150.0
2022-12-30	2022-12-31	2023-04-17	318600	0.0
2022-12-30	2022-12-31	2023-04-10	226320	150.0
2022-12-30	2022-12-31	2023-04-14	317400	300.0
2022-12-30	2022-12-31	2023-04-14	31740K	300.0
2022-12-30	2022-12-31	2023-04-12	000950	1000.0
2022-12-30	2022-12-31	2023-04-25	208140	100.0
2022-12-30	2022-12-31	2023-04-20	040420	530.0
2022-12-30	2022-12-31	2023-04-25	060080	0.0
2022-12-30	2022-12-31	2023-04-14	217190	75.0
2022-12-30	2022-12-31	2023-04-21	134450	600.0
2022-12-30	2022-12-31	2023-04-14	122310	160.0
2022-12-30	2022-12-31	2023-04-25	361390	50.0
2022-12-30	2022-12-31	2023-05-18	065930	0.0
2022-12-30	2022-12-31	2023-04-11	147830	150.0
2022-12-30	2022-12-31	2023-04-11	033100	150.0
2022-12-30	2022-12-31	2023-04-18	079370	350.0
2022-12-30	2022-12-31	2023-04-28	234080	500.0
2022-12-30	2022-12-31	2023-04-28	001060	375.0
2022-12-30	2022-12-31	2023-04-28	001065	400.0
2022-12-30	2022-12-31	2023-04-28	001067	375.0
2022-12-30	2022-12-31	2023-04-28	00106N	375.0
2022-12-30	2022-12-31	2023-04-28	096760	100.0
2022-12-30	2022-12-31	2023-04-19	054950	300.0
2022-12-30	2022-12-31	2023-04-17	090470	200.0
2022-12-30	2022-12-31	2023-04-14	137950	160.0
2022-12-30	2022-12-31	2023-04-26	094200	0.0
2022-12-30	2022-12-31	2023-04-14	348950	190.0
2022-12-30	2022-12-31	2023-04-06	194370	500.0
2022-12-30	2022-12-31	2023-04-21	026040	100.0
2022-12-30	2022-12-31	2023-04-17	126880	100.0
2022-12-30	2022-12-31	2023-04-19	094970	150.0
2022-12-30	2022-12-31	2023-04-21	078830	0.0
2022-12-30	2022-12-31	2023-04-25	035900	369.0
2022-12-30	2022-12-31	2023-03-28	084890	700.0
2022-12-30	2022-12-31	2023-04-14	030000	1150.0
2022-12-30	2022-12-31	2023-04-19	271980	50.0
2022-12-30	2022-12-31	2023-04-13	001560	270.0
